Time [s],Pressure [cmH2O],Flow [L/s],V_tidal [L],Chest [mm],Abd [mm],InspInd
9.33,-1.84100097951817,-0.813790706301754,1.82586651376034,1186.29031911318,1148.07855089079,0
9.34,-1.77123673187327,-0.792821725444127,1.81783345160161,1186.29031911318,1147.95000330077,0
9.35,-1.78092621071284,-0.80502823608485,1.80984420179397,1186.29031911318,1147.88572950575,0
9.36,-1.80418095992781,-0.80309870149977,1.80180356710604,1186.29031911318,1147.78931881324,0
9.37,-1.8313115006786,-0.784390201918061,1.79386612258895,1186.29031911318,1147.75718191573,0
9.38,-1.80030516839198,-0.801717619305841,1.78593558348284,1186.29031911318,1147.66077122321,0
9.39,-1.90301364409141,-0.797004038930654,1.77794197519165,1186.29031911318,1147.56436053069,0
9.4,-1.84681466682191,-0.796447666060803,1.7699747166667,1186.29031911318,1147.43581294067,0
9.41,-1.8875104779481,-0.827296286777004,1.76185599690251,1186.29031911318,1147.27512845314,0
9.42,-1.91851681023472,-0.812427800126212,1.75365737646799,1186.29031911318,1147.11444396561,0
9.43,-1.80999464723155,-0.794497292777283,1.74562275100347,1186.29031911318,1146.95375947807,0
9.44,-1.86231783296522,-0.820841340660972,1.73754605783628,1186.29031911318,1146.85734878556,0
9.45,-1.80999464723155,-0.795612377245719,1.72946378924675,1186.29031911318,1146.76093809304,0
9.46,-1.89719995678767,-0.808051052863187,1.7214454720962,1186.29031911318,1146.69666429803,0
9.47,-1.80999464723155,-0.811335826783068,1.71334853769797,1186.29031911318,1146.66452740052,0
9.48,-1.87588310334062,-0.813245817920407,1.70522562947446,1186.25841231279,1146.53597981049,0
9.49,-1.89719995678767,-0.819219657139569,1.69706330209916,1186.25841231279,1146.31102152795,0
9.5,-1.83712518798234,-0.793101232495096,1.68900169765098,1186.25841231279,1146.08606324541,0
9.51,-1.89526206101976,-0.827028336555635,1.68090104980573,1186.25841231279,1145.89324186037,0
9.52,-1.88557258218019,-0.809147459137986,1.67272017082726,1186.25841231279,1145.76469427035,0
9.53,-1.93208208061012,-0.814607355484974,1.66460139675415,1186.22650551241,1145.60400978281,0
9.54,-1.81968412607112,-0.806678449438259,1.65649496772953,1186.22650551241,1145.47546219279,0
9.55,-1.91270312293098,-0.822998614658863,1.64834658240904,1186.22650551241,1145.37905150027,0
9.56,-1.79061568955241,-0.795333752696028,1.64025492057227,1186.19459871202,1145.28264080775,0
9.57,-1.85069045835774,-0.808873496895788,1.63223388432431,1186.19459871202,1145.18623011523,0
9.58,-1.74023039958665,-0.776723579750881,1.62430589894108,1186.19459871202,1145.12195632022,0
9.59,-1.75960935726579,-0.792821725444127,1.6164581724151,1186.16269191163,1145.0255456277,0
9.6,-1.75960935726579,-0.805853765171448,1.60846479496202,1186.16269191163,1144.96127183269,0
9.61,-1.73054092074708,-0.791422709486537,1.60047841258873,1186.13078511124,1144.83272424267,0
9.62,-1.74023039958665,-0.78945992206555,1.59257399943097,1186.13078511124,1144.73631355015,0
9.63,-1.76542304456953,-0.774723552499701,1.58475308205815,1186.13078511124,1144.60776596012,0
9.64,-1.65883877733427,-0.776438176992853,1.57699727341069,1186.13078511124,1144.44708147259,0
9.65,-1.79449148108824,-0.773864815617458,1.56924575844763,1186.09887831085,1144.31853388257,0
9.66,-1.69565879692463,-0.777579159499622,1.56148853857205,1186.06697151047,1144.22212319005,0
9.67,-1.73635460805082,-0.775581338574408,1.55372273608168,1186.06697151047,1144.06143870252,0
9.68,-1.71309985883585,-0.774151167085395,1.54597407355338,1186.03506471008,1143.93289111249,0
9.69,-1.61426717467225,-0.76551402993579,1.53827574756827,1186.03506471008,1143.80434352247,0
9.7,-1.75573356572996,-0.788617231995744,1.53050509125862,1186.00315790969,1143.64365903494,0
9.71,-1.71503775460377,-0.779856116524352,1.52266272451602,1186.00315790969,1143.51511144491,0
9.72,-1.68403142231715,-0.780992105642943,1.51485848340518,1185.9712511093,1143.38656385489,0
9.73,-1.72472723344334,-0.785237428305714,1.50702733573544,1185.9712511093,1143.29015316237,0
9.74,-1.7053482757642,-0.77070792762967,1.49924760895576,1185.93934430891,1143.19374246985,0
9.75,-1.80999464723155,-0.796447666060803,1.49141183098731,1185.90743750852,1143.12946867484,0
9.76,-1.7751125234091,-0.775009586680574,1.4835545447236,1185.87553070814,1143.09733177733,0
9.77,-1.74023039958665,-0.779003037563609,1.47578448160238,1185.87553070814,1143.03305798232,0
9.78,-1.7053482757642,-0.790301713584665,1.46793795784664,1185.84362390775,1142.90451039229,0
9.79,-1.81580833453529,-0.7995029255188,1.45998893465112,1185.81171710736,1142.71168900726,0
9.8,-1.72085144190751,-0.79198261242851,1.45203150696138,1185.77981030697,1142.58314141723,0
9.81,-1.73635460805082,-0.759409586717688,1.44427454596565,1185.74790350658,1142.45459382721,0
9.82,-1.63364613235139,-0.780140268880849,1.43657679668766,1185.7159967062,1142.35818313469,0
9.83,-1.61814296620808,-0.759409586717688,1.42887904740967,1185.68408990581,1142.22963554466,0
9.84,-1.58907452968937,-0.748829059955177,1.4213378541763,1185.65218310542,1142.06895105713,0
9.85,-1.62977034081556,-0.754137879114981,1.41382301948095,1185.62027630503,1141.87612967209,0
9.86,-1.55419240586692,-0.751488157507953,1.40629488929784,1185.55646270426,1141.65117138955,0
9.87,-1.6220187577439,-0.755312549420566,1.39876088576319,1185.49264910348,1141.49048690202,0
9.88,-1.58326084238563,-0.746160486217282,1.39125352058501,1185.46074230309,1141.3940762095,0
9.89,-1.60845348736851,-0.764355037552825,1.38370094296615,1185.39692870232,1141.32980241449,0
9.9,-1.5929503212252,-0.760867467857525,1.3760748304391,1185.36502190193,1141.29766551698,0
9.91,-1.59682611276102,-0.751488157507953,1.36851305231228,1185.30120830115,1141.26552861948,0
9.92,-1.64527350695887,-0.764355037552825,1.36093383633697,1185.26930150076,1141.26552861948,0
9.93,-1.66852825617384,-0.744376122197496,1.35339018053822,1185.20548789999,1141.16911792696,0
9.94,-1.52124817781238,-0.762903821059502,1.34585378082194,1185.10976749882,1141.00843343943,0
9.95,-1.61814296620808,-0.77214447673762,1.33817853933295,1185.04595389805,1140.81561205439,0
9.96,-1.63364613235139,-0.768980526292436,1.3304729143178,1185.01404709766,1140.65492756686,0
9.97,-1.64333561119096,-0.773291794572117,1.32276155271348,1184.95023349688,1140.52637997683,0
9.98,-1.60263980006476,-0.747051069967191,1.31515983839078,1184.9183266965,1140.39783238681,0
9.99,-1.68403142231715,-0.757363838492084,1.30763776384848,1184.85451309572,1140.26928479678,0
10,-1.64333561119096,-0.766092868604459,1.300020480313,1184.79069949494,1140.10860030925,0
10.01,-1.68790721385297,-0.76261324636945,1.29237694973813,1184.72688589417,1139.91577892422,0
10.02,-1.5793850508498,-0.784390201918061,1.28464193249669,1184.66307229339,1139.65868374417,0
10.03,-1.65883877733427,-0.775009586680574,1.2768449335537,1184.59925869262,1139.49799925664,0
10.04,-1.61426717467225,-0.757656426425924,1.26918160348817,1184.50353829145,1139.43372546162,0
10.05,-1.61426717467225,-0.778433798877755,1.26150115236165,1184.43972469068,1139.43372546162,0
10.06,-1.61814296620808,-0.758533513070857,1.25381631580191,1184.34400428951,1139.40158856412,0
10.07,-1.62977034081556,-0.763484638670134,1.2462062250432,1184.28019068874,1139.40158856412,0
10.08,-1.54837871856318,-0.776723579750881,1.2385051839511,1184.21637708796,1139.3373147691,0
10.09,-1.64527350695887,-0.766382123992756,1.23078965543238,1184.1206566868,1139.20876717908,0
10.1,-1.70341037999629,-0.766382123992756,1.22312583419245,1184.05684308602,1139.11235648656,0
10.11,-1.68984510962089,-0.768692248671699,1.21545046232913,1183.96112268486,1138.98380889654,0
10.12,-1.60845348736851,-0.776438176992853,1.20772481020081,1183.86540228369,1138.85526130651,0
10.13,-1.65883877733427,-0.75589920003283,1.20006312331568,1183.80158868292,1138.82312440901,0
10.14,-1.70922406730003,-0.773005124758903,1.19241860169172,1183.70586828175,1138.7909875115,0
10.15,-1.78480200224867,-0.791142609421319,1.18459786302082,1183.61014788059,1138.7909875115,0
10.16,-1.7751125234091,-0.76551402993579,1.17681457982403,1183.51442747942,1138.7909875115,0
10.17,-1.58326084238563,-0.779287500979175,1.16909057216946,1183.41870707826,1138.75885061399,0
10.18,-1.72860302497917,-0.774151167085395,1.16132337882913,1183.3229866771,1138.66243992147,0
10.19,-1.77898831494493,-0.77214447673762,1.15359190061002,1183.19535947554,1138.53389233145,0
10.2,-1.68790721385297,-0.778433798877755,1.14583900923194,1183.09963907438,1138.40534474142,0
10.21,-1.7189135461396,-0.782409772639496,1.13803479137436,1182.97201187283,1138.2767971514,0
10.22,-1.72085144190751,-0.78777364049168,1.1301838743087,1182.84438467127,1138.18038645888,0
10.23,-1.7053482757642,-0.791422709486537,1.12228789255881,1182.71675746972,1138.18038645888,0
10.24,-1.67046615194175,-0.767826766413388,1.11449164517931,1182.62103706856,1138.18038645888,0
10.25,-1.71503775460377,-0.784955121114024,1.10672773574167,1182.49340986701,1138.18038645888,0
10.26,-1.73054092074708,-0.793659951291053,1.09883466037965,1182.36578266545,1138.14824956137,0
10.27,-1.75573356572996,-0.803374633032221,1.09084948745803,1182.27006226429,1138.14824956137,0
10.28,-1.68984510962089,-0.784955121114024,1.0829078386873,1182.14243506274,1138.14824956137,0
10.29,-1.68790721385297,-0.779856116524352,1.07508378249911,1182.01480786119,1138.11611266387,0
10.3,-1.72472723344334,-0.77042029637217,1.06733240043463,1181.88718065963,1138.05183886886,0
10.31,-1.79642937685615,-0.786647444575625,1.05954706172989,1181.75955345808,1137.89115438133,0
10.32,-1.69565879692463,-0.779003037563609,1.05171880931919,1181.63192625653,1137.73046989379,0
10.33,-1.74991987842622,-0.796169333825827,1.04384294746224,1181.50429905498,1137.63405920128,0
10.34,-1.74991987842622,-0.77729407088894,1.03597563043867,1181.37667185343,1137.56978540626,0
10.35,-1.68015563078132,-0.778149023379336,1.02819841496733,1181.24904465187,1137.56978540626,0
10.36,-1.65302509003053,-0.778149023379336,1.02041692473353,1181.12141745032,1137.56978540626,0
10.37,-1.7053482757642,-0.773005124758903,1.01266115399284,1180.99379024877,1137.56978540626,0
10.38,-1.68015563078132,-0.760867467857525,1.00499179102976,1180.83425624683,1137.56978540626,0
10.39,-1.63364613235139,-0.780140268880849,0.997286752346069,1180.67472224489,1137.56978540626,0
10.4,-1.67046615194175,-0.760867467857525,0.989581713662377,1180.51518824295,1137.56978540626,0
10.41,-1.69953458846046,-0.784955121114024,0.981852600717519,1180.3875610414,1137.53764850876,0
10.42,-1.66852825617384,-0.773864815617458,0.974058501033862,1180.25993383984,1137.50551161125,0
10.43,-1.7053482757642,-0.775581338574408,0.966311270262903,1180.13230663829,1137.37696402123,0
10.44,-1.79061568955241,-0.780140268880849,0.958532662225626,1180.03658623713,1137.2484164312,0
10.45,-1.70341037999629,-0.782692997905837,0.950718495891693,1179.94086583596,1137.11986884118,0
10.46,-1.67434194347758,-0.767249235856747,0.94296878472288,1179.8451454348,1136.99132125115,0
10.47,-1.68790721385297,-0.794776210564628,0.935158657490773,1179.71751823325,1136.92704745614,0
10.48,-1.70922406730003,-0.780140268880849,0.927284075093546,1179.5898910317,1136.89491055863,0
10.49,-1.75379566996205,-0.790301713584665,0.919431865181218,1179.43035702976,1136.89491055863,0
10.5,-1.74023039958665,-0.810515881321674,0.911427777206686,1179.3027298282,1136.89491055863,0
10.51,-1.72472723344334,-0.787492242504316,0.903437736587556,1179.14319582626,1136.89491055863,0
10.52,-1.68984510962089,-0.780708263327319,0.895596734058398,1178.98366182432,1136.89491055863,0
10.53,-1.73441671228291,-0.795612377245719,0.887715130855533,1178.82412782238,1136.89491055863,0
10.54,-1.80999464723155,-0.787492242504316,0.879799607756783,1178.66459382044,1136.86277366113,0
10.55,-1.72085144190751,-0.787492242504316,0.87192468533174,1178.5050598185,1136.86277366113,0
10.56,-1.7615472530337,-0.768692248671699,0.86414376287586,1178.37743261695,1136.86277366113,0
10.57,-1.70341037999629,-0.783259141197154,0.856384005926515,1178.28171221579,1136.7020891736,0
10.58,-1.70922406730003,-0.782692997905837,0.848554245231,1178.18599181462,1136.47713089105,0
10.59,-1.70922406730003,-0.77586705652058,0.840761444958868,1178.12217821385,1136.31644640352,0
10.6,-1.62395665351182,-0.77729407088894,0.832995639321821,1178.02645781268,1136.220035711,0
10.61,-1.70341037999629,-0.755312549420566,0.825332606220273,1177.93073741152,1136.12362501848,0
10.62,-1.67821773501341,-0.77070792762967,0.817702503835022,1177.80311020997,1136.09148812098,0
10.63,-1.61426717467225,-0.761740857241514,0.810040259910666,1177.67548300842,1136.09148812098,0
10.64,-1.72085144190751,-0.75589920003283,0.802452059624294,1177.54785580686,1136.09148812098,0
10.65,-1.77123673187327,-0.784955121114024,0.79474778801856,1177.38832180492,1136.05935122347,0
10.66,-1.57163346777814,-0.760867467857525,0.787018675073702,1177.26069460337,1136.05935122347,0
10.67,-1.65496298579844,-0.783542059444125,0.779296627437194,1177.13306740182,1135.93080363345,0
10.68,-1.62977034081556,-0.768980526292436,0.771534014508511,1177.03734700065,1135.80225604342,0
10.69,-1.62977034081556,-0.774151167085395,0.763818356041622,1176.9097197991,1135.6737084534,0
10.7,-1.60263980006476,-0.757363838492084,0.756160781013735,1176.78209259755,1135.54516086337,0
10.71,-1.60263980006476,-0.764355037552825,0.74855218663351,1176.654465396,1135.48088706836,0
10.72,-1.63945981965513,-0.742885878215887,0.741015982054667,1176.52683819445,1135.48088706836,0
10.73,-1.5929503212252,-0.760284650868242,0.733500129409246,1176.39921099289,1135.44875017085,0
10.74,-1.56194398893857,-0.751783032213242,0.725939790993839,1176.30349059173,1135.44875017085,0
10.75,-1.63945981965513,-0.742885878215887,0.718466446441693,1176.17586339018,1135.44875017085,0
10.76,-1.51737238627655,-0.747347695378907,0.711015278573719,1176.04823618863,1135.44875017085,0
10.77,-1.53868923972361,-0.715530942474991,0.70370088538445,1175.92060898707,1135.41661327335,0
10.78,-1.53675134395569,-0.73749606668097,0.69643575033867,1175.79298178552,1135.35233947834,0
10.79,-1.55806819740275,-0.742587470540375,0.689035332652563,1175.66535458397,1135.1916549908,0
10.8,-1.56775767624232,-0.736593930481909,0.681639425647452,1175.53772738242,1135.06310740078,0
10.81,-1.48055236668619,-0.739896385693435,0.674256974066575,1175.41010018087,1134.93455981075,0
10.82,-1.53868923972361,-0.706490981412389,0.667025037231046,1175.25056617893,1134.87028601574,0
10.83,-1.44567024286374,-0.732671837854636,0.659829223134711,1175.15484577776,1134.83814911824,0
10.84,-1.50186922013324,-0.740195878272262,0.652464884554076,1175.0591253766,1134.83814911824,0
10.85,-1.48830394975785,-0.729336670438193,0.645117221810524,1174.93149817505,1134.80601222073,0
10.86,-1.37978178675467,-0.715530942474991,0.637892883745958,1174.83577777388,1134.80601222073,0
10.87,-1.44179445132791,-0.720162259060222,0.630714417738282,1174.70815057233,1134.80601222073,0
10.88,-1.3972228486659,-0.708057829603086,0.623573317294966,1174.61243017117,1134.77387532322,0
10.89,-1.47667657515036,-0.719238381503385,0.616436836239433,1174.48480296961,1134.6453277332,0
10.9,-1.41660180634503,-0.704291537840526,0.609319186642714,1174.35717576806,1134.48464324567,0
10.91,-1.38947126559424,-0.705234996452167,0.60227155397125,1174.2614553669,1134.32395875814,0
10.92,-1.36621651637927,-0.708057829603086,0.595205089840974,1174.13382816534,1134.19541116811,0
10.93,-1.40691232750546,-0.698604029898973,0.588171780543464,1174.03810776418,1134.09900047559,0
10.94,-1.36040282907553,-0.702400818891567,0.581166756299511,1173.94238736302,1134.03472668058,0
10.95,-1.34102387139639,-0.680931255630099,0.574250095926903,1173.87857376224,1134.03472668058,0
10.96,-1.29451437296646,-0.689020530260121,0.567400336997452,1173.75094656069,1134.03472668058,0
10.97,-1.29839016450229,-0.682231985097544,0.560544074420663,1173.65522615952,1134.03472668058,0
10.98,-1.3138933306456,-0.673403305580025,0.553765897967275,1173.55950575836,1134.03472668058,0
10.99,-1.26350804067984,-0.68320590705676,0.546982851904091,1173.39997175642,1134.00258978307,0
11,-1.23250170839322,-0.667120495588599,0.540231219890865,1173.27234455487,1133.90617909056,0
11.01,-1.19374379303494,-0.672415185743889,0.533533541484202,1173.14471735332,1133.77763150053,0
11.02,-1.21506064648199,-0.653696175354307,0.526902984678711,1173.04899695215,1133.616947013,0
11.03,-1.16467535651623,-0.678322314023118,0.520242892231824,1172.95327655099,1133.42412562796,0
11.04,-1.14723429460501,-0.639297325517042,0.513654794034123,1172.88946295021,1133.32771493544,0
11.05,-1.15498587767666,-0.638950540937407,0.507263554701851,1172.82564934944,1133.29557803794,0
11.06,-1.12591744115795,-0.644476702564815,0.50084641848434,1172.76183574866,1133.29557803794,0
11.07,-1.15111008614083,-0.650296796226513,0.494372550990383,1172.6661153475,1133.29557803794,0
11.08,-1.11622796231839,-0.627045762043653,0.487985838199032,1172.53848814594,1133.29557803794,0
11.09,-1.06971846388845,-0.637213787138205,0.481664540453123,1172.378954144,1133.29557803794,0
11.1,-1.10653848347882,-0.61418924472147,0.475407525293825,1172.21942014206,1133.26344114043,0
11.11,-1.06971846388845,-0.609479968410802,0.469289179228163,1172.05988614012,1133.26344114043,0
11.12,-1.05421529774514,-0.615270882033795,0.46316542497594,1171.93225893857,1133.23130424293,0
11.13,-1.05033950620931,-0.609843511520021,0.457039853008171,1171.80463173702,1133.1027566529,0
11.14,-1.02902265276226,-0.59064263543456,0.451037422273398,1171.70891133586,1132.94207216537,0
11.15,-0.999954216243553,-0.607658990428712,0.445045914144082,1171.61319093469,1132.78138767784,0
11.16,-1.00383000777938,-0.612744091554848,0.438943898734164,1171.54937733392,1132.65284008781,0
11.17,-0.96313419665319,-0.605100414894564,0.432854676201917,1171.45365693275,1132.5564293953,0
11.18,-0.974761571260673,-0.600688931408857,0.4268257294704,1171.38984333198,1132.49215560028,0
11.19,-0.98832684163607,-0.594383284828456,0.420850368389214,1171.26221613042,1132.42788180527,0
11.2,-0.972823675492759,-0.582709115394019,0.414964906388101,1171.07077532809,1132.39574490776,0
11.21,-0.918562593991171,-0.595128593315379,0.409075717844554,1170.91124132615,1132.39574490776,0
11.22,-0.93794155167031,-0.602898708085649,0.403085581337549,1170.75170732421,1132.39574490776,0
11.23,-0.968947883956931,-0.58498681443047,0.397146153724969,1170.62408012266,1132.39574490776,0
11.24,-0.96313419665319,-0.584228568078824,0.391300076812422,1170.49645292111,1132.36360801026,0
11.25,-0.934065760134482,-0.580040495672511,0.385478731493665,1170.36882571956,1132.29933421525,0
11.26,-0.868177304025411,-0.570796230754106,0.379724547861532,1170.27310531839,1132.10651283021,0
11.27,-0.87786678286498,-0.561004831367021,0.374065542550927,1170.20929171762,1131.91369144517,0
11.28,-0.850736242114186,-0.555047089066834,0.368485282948757,1170.11357131645,1131.75300695764,0
11.29,-0.862363616721669,-0.561399766179305,0.362903048672527,1169.9859441149,1131.65659626512,0
11.3,-0.802288847916339,-0.550234451205218,0.357344877585604,1169.85831691335,1131.65659626512,0
11.31,-0.831357284435047,-0.544565953954682,0.351870875559805,1169.76259651219,1131.65659626512,0
11.32,-0.780971994469287,-0.530129602540958,0.346497397777326,1169.63496931063,1131.65659626512,0
11.33,-0.771282515629718,-0.521275921044155,0.341240370159401,1169.50734210908,1131.62445936762,0
11.34,-0.755779349486407,-0.536777255362824,0.335950104277366,1169.41162170792,1131.59232247011,0
11.35,-0.730586704503526,-0.521700932057314,0.330657713340265,1169.31590130675,1131.43163798258,0
11.36,-0.734462496039354,-0.513996967721388,0.325479223841372,1169.25208770598,1131.14240590502,0
11.37,-0.734462496039354,-0.527615139657691,0.320271163304476,1169.1882741052,1130.91744762248,0
11.38,-0.689890893377335,-0.503541699613711,0.315115379108119,1169.12446050443,1130.72462623744,0
11.39,-0.715083538360215,-0.504421249104299,0.310075564364529,1169.06064690365,1130.56394174991,0
11.4,-0.699580372216905,-0.516577721858978,0.304970569509713,1168.99683330287,1130.43539415989,0
11.41,-0.689890893377335,-0.493763260045767,0.299918864600189,1168.90111290171,1130.27470967236,0
11.42,-0.699580372216905,-0.492414791638014,0.29498797434177,1168.74157889977,1130.17829897984,0
11.43,-0.649195082251144,-0.507487667920324,0.289988462043979,1168.61395169822,1130.08188828732,0
11.44,-0.643381394947403,-0.478258037991756,0.285059733514418,1168.51823129705,1130.04975138981,0
11.45,-0.598809792285384,-0.466528492889522,0.280335800860012,1168.3906040955,1130.04975138981,0
11.46,-0.633691916107833,-0.472195038587052,0.275642183202629,1168.29488369434,1130.04975138981,0
11.47,-0.618188749964522,-0.469842283347333,0.270931996592957,1168.23107009356,1130.04975138981,0
11.48,-0.614312958428695,-0.476865726338777,0.266198456544526,1168.16725649278,1130.01761449231,0
11.49,-0.592996104981642,-0.456928114364835,0.261529487341008,1168.1353496924,1129.88906690228,0
11.5,-0.577492938838331,-0.465577363474312,0.256916959951813,1168.03962929123,1129.79265620976,0
11.51,-0.560051876927106,-0.454983730589184,0.252314154481495,1167.91200208968,1129.72838241475,0
11.52,-0.544548710783796,-0.442637864258013,0.247826046507259,1167.78437488813,1129.59983482472,0
11.53,-0.534859231944226,-0.445134431514892,0.243387185028395,1167.68865448696,1129.4712872347,0
11.54,-0.554238189623365,-0.437095225020218,0.238976036745719,1167.56102728541,1129.34273964468,0
11.55,-0.534859231944226,-0.446129146568752,0.234559914887774,1167.43340008386,1129.24632895216,0
11.56,-0.527107648872571,-0.430452830514538,0.230177005002358,1167.3376796827,1129.21419205465,0
11.57,-0.503852899657604,-0.446625673318497,0.225791612483193,1167.27386608192,1129.18205515714,0
11.58,-0.509666586961346,-0.432507509639001,0.221395946568405,1167.24195928153,1129.18205515714,0
11.59,-0.484473941978466,-0.423182899242683,0.217117494523997,1167.21005248114,1129.18205515714,0
11.6,-0.461219192763499,-0.417912669969529,0.212912016677936,1167.21005248114,1129.18205515714,0
11.61,-0.45152971392393,-0.40553130186606,0.208794796818758,1167.17814568076,1129.14991825964,0
11.62,-0.467032880067241,-0.407167615043603,0.204731302234209,1167.11433207998,1129.14991825964,0
11.63,-0.459281296995586,-0.397248646388642,0.200709220927048,1167.0505184792,1129.05350756712,0
11.64,-0.467032880067241,-0.412037566954325,0.196662789860333,1166.95479807804,1128.9570968746,0
11.65,-0.436026547780619,-0.3983629505309,0.192610787272907,1166.82717087649,1128.86068618208,0
11.66,-0.45152971392393,-0.40168731651611,0.188610535937672,1166.63573007416,1128.70000169455,0
11.67,-0.436026547780619,-0.40168731651611,0.184593662772511,1166.50810287261,1128.53931720702,0
11.68,-0.42633706894105,-0.389928058262176,0.18063558589862,1166.38047567106,1128.410769617,0
11.69,-0.434088652012705,-0.388219088496427,0.176744850164827,1166.28475526989,1128.31435892448,0
11.7,-0.424399173173136,-0.385353963814835,0.17287698490327,1166.18903486873,1128.25008512946,0
11.71,-0.414709694333567,-0.380142325434121,0.169049503457025,1166.12522126795,1128.25008512946,0
11.72,-0.393392840886514,-0.368296965240954,0.16530730700365,1166.09331446756,1128.25008512946,0
11.73,-0.393392840886514,-0.380142325434121,0.161565110550275,1166.06140766718,1128.25008512946,0
11.74,-0.374013883207376,-0.361003233804405,0.157859382754082,1166.02950086679,1128.21794823196,0
11.75,-0.360448612831978,-0.364060047330697,0.154234066348407,1165.9975940664,1128.21794823196,0
11.76,-0.354634925528237,-0.351673406844567,0.15065539907753,1165.96568726601,1128.21794823196,0
11.77,-0.348821238224495,-0.349143349479138,0.147151315295912,1165.90187366524,1128.08940064193,0
11.78,-0.329442280545357,-0.333560247794299,0.143737797309545,1165.83806006446,1127.99298994941,0
11.79,-0.319752801705787,-0.323439776732889,0.140452797186909,1165.67852606252,1127.99298994941,0
11.8,-0.273243303275855,-0.310860594946244,0.137281295328513,1165.48708526019,1127.96085305191,0
11.81,-0.282932782115424,-0.29550888287923,0.134249447939386,1165.35945805864,1127.96085305191,0
11.82,-0.253864345596716,-0.272079400891327,0.131411506520533,1165.26373765748,1127.96085305191,0
11.83,-0.218982221774267,-0.241893608169058,0.128841641475231,1165.16801725631,1127.96085305191,0
11.84,-0.187975889487645,-0.185945095727157,0.12670244795575,1165.10420365554,1127.96085305191,0
11.85,-0.160845348736851,-0.136446397019509,0.125090490492016,1165.07229685515,1127.96085305191,0
11.86,-0.122087433378573,-0.0470784796397582,0.12417286610872,1165.04039005476,1127.96085305191,0
11.87,-0.0949568926277793,-0,0.123937473710521,1165.00848325437,1127.96085305191,0
11.88,-0.0813916222523823,-0,0.123937473710521,1165.00848325437,1127.96085305191,0
11.89,-0.0813916222523823,-0,0.123937473710521,1165.00848325437,1127.96085305191,0
11.9,-0.102708475699435,-0,0.123937473710521,1165.00848325437,1127.96085305191,0
11.91,-0.153093765665195,0,0,1164.91276285321,1127.96085305191,0
11.92,-0.213168534470525,0.0987526520091534,0.000493763260045767,1164.84894925243,1127.9287161544,0
11.93,-0.292622260954993,0.154715671630459,0.00176110487824383,1164.81704245204,1127.9287161544,0
11.94,-0.360448612831978,0.188313918559033,0.00347625282919129,1164.81704245204,1127.9287161544,0
11.95,-0.418585485869394,0.215740696552629,0.0054965259047496,1164.81704245204,1127.9287161544,0
11.96,-0.494163420818035,0.242808143030838,0.00778927010266694,1164.81704245204,1127.9287161544,0
11.97,-0.592996104981642,0.273703769954782,0.010371829667595,1164.81704245204,1127.9287161544,0
11.98,-0.699580372216905,0.305103419020547,0.0132658656124717,1164.81704245204,1127.9287161544,0
11.99,-0.806164639452167,0.334886536317408,0.0164658153891614,1164.81704245204,1127.9287161544,0
12,-0.912748906687429,0.361616663701047,0.0199483313892537,1164.81704245204,1127.9287161544,0
12.01,-1.01545738238686,0.386502562379451,0.0236889275196562,1164.81704245204,1127.9287161544,0
12.02,-1.10072479617507,0.410960342713946,0.0276762420451232,1164.81704245204,1127.9287161544,0
12.03,-1.18599220996328,0.425793552624548,0.0318600115218157,1164.81704245204,1127.9287161544,0
12.04,-1.2576943533761,0.439623269380348,0.0361870956318402,1164.81704245204,1127.9287161544,0
12.05,-1.34877545446805,0.453031001703744,0.0406503669872606,1164.81704245204,1127.9287161544,0
12.06,-1.41466391057712,0.479183998273941,0.045311441987149,1164.81704245204,1127.9287161544,0
12.07,-1.5231860735803,0.491062620321273,0.0501626750801251,1164.81704245204,1127.9287161544,0
12.08,-1.60457769583268,0.503541699613711,0.0551356966798,1164.81704245204,1127.9287161544,0
12.09,-1.69372090115672,0.51786327603734,0.0602427215580553,1164.81704245204,1127.9287161544,0
12.1,-1.844876771054,0.544972801941171,0.0655569019479478,1164.81704245204,1127.9287161544,0
12.11,-1.90301364409141,0.569240924782242,0.0711279705815649,1164.81704245204,1127.9287161544,0
12.12,-2.0134737028625,0.568851433854134,0.0768184323747468,1164.81704245204,1127.9287161544,0
12.13,-2.08517584627532,0.5788930356058,0.0825571547220465,1164.81704245204,1127.9287161544,0
12.14,-2.17625694736727,0.584228568078824,0.0883727627404696,1164.81704245204,1127.9287161544,0
12.15,-2.40880443951693,0.630570498982697,0.0944467580757772,1164.81704245204,1127.9287161544,0
12.16,-2.47275499985809,0.642409962760998,0.100811660384496,1164.81704245204,1127.9287161544,0
12.17,-2.58902874593292,0.653696175354307,0.107292191075072,1164.81704245204,1127.9287161544,0
12.18,-2.68204774279279,0.660106768640176,0.113861205795045,1164.81704245204,1127.9287161544,0
12.19,-2.75181199043769,0.671755631700184,0.120520517796746,1164.81704245204,1127.9287161544,0
12.2,-2.96885631644404,0.712737707573975,0.127442984493117,1164.81704245204,1127.9287161544,0
12.21,-2.96498052490821,0.697969223743432,0.134496519149704,1164.84894925243,1127.9287161544,0
12.22,-3.06962689637556,0.708370783355208,0.141528219185197,1164.84894925243,1127.9287161544,0
12.23,-3.17427326784291,0.741691527156969,0.148778530737758,1164.84894925243,1127.96085305191,0
